Source,Hypothesis,Reference,Source Language,Target Language
And all I could detect was this energy — energy.,"e, o que pude detectar, era essa energia — energia.","in vse, kar sem lahko zaznala, je bila ta energija - energija.",en,sl
The underwater part was captured in a stone pit.,la parte subacuática foi capturada num poço de pedra.,podvodni del sem posnel na kamnolomu.,en,sl
That sort of secrecy in America has allowed employees of school districts to rip off schoolchildren.,aquel tipo de segredismo na américa tem permitido a funcionários de distritos escolares roubarem dinheiro de crianças de escola.,"takšna tajnost v zda omogoča uslužbencem šol, da goljufajo učence.",en,sl
"Support for engineering, math and science — education in general — boomed.","apoio para engenharia, matemática e ciência — educação em geral — cresceu significativamente.","podpora za inžinirstvo, matematiko in znanost - izobraževanje v splošnem - je zelo narasla.",en,sl
So a high I.Q.,tako je visok iq.,torej visok i.q.,en,sl
"Having said that, I outlined my talk about five minutes ago.","efter det, har jag förutsett mitt tal fem minuter sedan.","ko sem že povedal vse to, svoj govor sem sestavil pred petimi minutami.",en,sl
Is it something about the details or the colors?,é o assunto sobre os detalhes ou as cores?,mogoče s podrobnostimi ali barvami?,en,sl
"If this is true, if these babies are designed to learn — and this evolutionary story would say children are for learning, that's what they're for — we might expect that they would have really powerful learning mechanisms.","se è vero, se questi bambini sono stati progettati per imparare - e questa storia evolutiva direbbe che i bambini sono per imparare, quello è il loro scopo - potremmo aspettarci che abbiano meccanismi di apprendimento davvero potenti.","če to drži, če so malčki narejeni za učenje — in ta evolucijska zgodba bi zatrdila, da so otroci za učenje, da je to tisto, za kar so namenjeni — bi morda pričakovali, da bodo imeli resnično prodorne mehanizme učenja.",en,sl
"It was like, """" Don't mess with me.","""não me torne a brincar.""","ishte pak a shume, """" mos u ngaterro me mua.",en,sq
Do not fear what has blown up.,não teme o que explodiu.,mos u frikeso nga ajo c 'ka shpertheu.,en,sq
"So if you look at the hip surgery story again, there was a study done a couple years ago where they compared the U.S. and Sweden.","se se pense novamente na história da cirurgia ortopédica, há um estudo que foi feito alguns anos atrás onde comparou os estados unidos com a suécia.","pra n.q.s shikojmë tek kirurgjia e legenit përsëri, ka qënë bërë një studim disa vite më parë që kanë krahasur u.s dhe suedinë.",en,sq
"Life is a right, not collateral or casual.","vida é direito, não é garantia ou incidental.","jeta eshte e drejte, nuk vjen si pasoje e as rastesisht.",en,sq
"This can be viewed from any of the cardinal directions to show you the 3D structure of the city, all the facades.","aqui pode ser visto a partir de qualquer uma das direções cardinais para mostrar-lhe a estrutura em 3d da cidade, todas as fachadas.","kjo mund të shihet nga secili nga drejtimet kryesore t 'ju tregojë strukturën 3d te qytetit, të gjitha fasadat.",en,sq
"Today, viruses are a global problem.","aujourd'hui, les virus sont un problème mondial.",sot viruset janë një problem global.,en,sq
"(Laughter) Through the artifacts, I bring social issues which surround me in Russia into the conversation.","(смех) через артефакты, я привожу в обсуждение социальные проблемы, которые мне окружают в россии.",(te qeshura) nepermjet objekteve une sjell ceshtje sociale qe me rrethojne mua ne rusi neper biseda.,en,sq
Every single email you write is saved and sent to the criminals.,cada email que escreves é salvo e enviado para os criminosos.,çdo email që shkruani ruhet dhe u dërgohet shkelësve të ligjit.,en,sq
"But combined in a certain way, they can create something that still looks three-dimensional, like it could exist.","mas combinados de uma certa forma, eles podem criar algo que ainda parece tridimensional, como se pudesse existir.","mirëpo të kombinuar në mënyra të ndryshme, ato mund të krijojnë diçka që mund të duket me të vërtetë tri-dimensionale, sikur të kishte ekzistruar.",en,sq
We have to try better. Let's show them another example.,mi tenim que intentar millor. volem mostrar-los un altre exemple.,ne duhet të përpiqemi më shumë. le t 'ju japim atyre një shembull tjetër.,en,sq
"But those people from the past, they don't know about any of this.","pero esas personas del pasado, no saben nada de esto.","pero esas personas del pasado, no saben nada de esto.",en,es
"Marco Tempest: For those of you who don't play cards, a deck of cards is made up of four different suits: hearts, clubs, diamonds and spades.","marco tempest: para aquellos que no juegan al bridge, una baraja de cartas está compuesta por cuatro palos diferentes: corazones, picas, diamantes y espadas.","marco tempest: para aquellos que no jueguen a las cartas, un mazo está compuesto por cuatro palos: corazones, tréboles, diamantes y espadas.",en,es
"Two breast cancer organizations, Breast Cancer Action and FORCE, had organized a demonstration on the courthouse steps.","dos organizaciones de cáncer de mama, breast cancer action y force, habían organizado una manifestación en las escalinatas del tribunal.","dos organizaciones de cáncer de mama, """" breast cancer action """" y """" force """", habían organizado una manifestación ahí en los escalones.",en,es
"I see now, I never was one and not the other.","entiendo ahora, nunca fui uno y no el otro.","ahora veo, nunca fui ni una ni otra.",en,es
"I think I'm probably one of the only women in my country with this high degree in health, and the only one with a doctorate in handwashing with soap.","creo que probablemente soy una de las únicas mujeres de mi país con este alto grado en salud, y la única con un doctorado en lavado de manos con jabón.","creo que soy la única mujer en mi país con semejante título tan alto en salud, y la única con un doctorado en lavado de manos con jabón.",en,es
"Now, science is about taking risks, so this is an incredible risk, right? (Laughter) For me, not for him. Right? Because we've only done this once before. (Laughter) And you like technology, right?","ahora, la ciencia se trata de arriesgarse, así que esto es un riesgo increíble, ¿verdad? (risas) para mí, no para él. ¿claro? porque solo lo hemos hecho una vez antes. (risas) y tú te gusta la tecnología, ¿verdad?","la ciencia implica asumir riesgos, y esto es un riesgo increíble, ¿no? (risas) para mí, no para él. ¿sí? porque lo hemos hecho sólo una vez antes. (risas) y te gusta la tecnología, ¿no?",en,es
Patients become depressed.,pacientes se vuelven depresivos.,los pacientes se deprimen.,en,es
Celebrate the opportunity you have to eat this.,agradece la oportunidad que tienes de comer esto.,celebren la ocasión de comer esto.,en,es
"We need to think about what we're really procrastinating on, because everyone is procrastinating on something in life.","necesitamos pensar en lo que realmente estamos retrasando, porque todo el mundo está retrasando algo en la vida.","tenemos que pensar qué estamos postergando, porque todos postergamos algo en la vida.",en,es
"Everybody could go and listen, you know — ordinary people, even the sultan, Muslims and non-Muslims.","todos podían ir a escuchar, sabes — personas comunes, incluso el sultán, musulmanes y no musulmanes.","todos podían ir y escuchar, ustedes saben- gente común, hasta los sultanes, musulmanes y no-musulmanes.",en,es
(Applause),(applaus),(applåder),en,sv
"You have a cardboard box with a mirror in the middle, and then you put the phantom — so my first patient, Derek, came in.","du har en kartong med en spegel i mitten, och sedan lägger du spektrum - så kom min första patient, derek, in.","man använder en papplåda med en spegel i mitten. sen stoppar man fantomen... så min första patient, derek, kom in.",en,sv
"Our consciousness of that thing that we're attending to becomes extremely bright and vivid, and everything else sort of goes dark.","vårt medvetande om det som vi fokuserar på blir mycket starkt och tydligt, och allt annat blir i princip mörkt.","vårt medvetande om de saker som vi har för handen blir extremt klart och tydligt, men allt annat faller liksom i mörker.",en,sv
"For days after the launch, Sputnik was a wonderful curiosity.",efter uppskjutningen var sputnik ett underligt intresse under flera dagar.,"under dagar efter uppskjutningen, var sputnik en underbar underlighet.",en,sv
"Click and, bang, you're in this museum.","klicka och, plopp, du är i detta museum.","klicka och, pang, så är ni inne i detta museum.",en,sv
"If you're a woman writer from the Muslim world, like me, then you are expected to write the stories of Muslim women and, preferably, the unhappy stories of unhappy Muslim women.","om du är en kvinnlig författare från den muslimska världen, som jag, förväntas du att skriva berättelser om muslimska kvinnor och, fördelaktigt, de olyckliga berättelserna om olyckliga muslimska kvinnor.","om du är kvinnlig författare från den muslimska världen, som jag, då förväntas du skriva de muslimska kvinnornas historia och, helst, de olyckliga historierna om olyckliga muslimska kvinnor.",en,sv
