Source,Hypothesis,Reference,Source Language,Target Language
"Click and, bang, you're in this museum.","klicka och, pang, du är i det här museumt.","klicka och, pang, så är ni inne i detta museum.",en,sv
"If you're a woman writer from the Muslim world, like me, then you are expected to write the stories of Muslim women and, preferably, the unhappy stories of unhappy Muslim women.","om du är en kvinnlig författare från den muslimska världen, som jag, så förväntas du skriva berättelser om muslimska kvinnor och, hellre nog, de olyckliga berättelserna om olyckliga muslimska kvinnor.","om du är kvinnlig författare från den muslimska världen, som jag, då förväntas du skriva de muslimska kvinnornas historia och, helst, de olyckliga historierna om olyckliga muslimska kvinnor.",en,sv
"And also, they are famous now on the streets, on mass media and social.","de är också kända på gatorna, i massmedia och sociala medier.","och nu är de kända på gatorna, i massmedia och socialt.",en,sv
"Here, you've got Martian alphabet.",här har ni det marsala alfabetet.,här är då marsalfabetet.,en,sv
"So this is a work that we were very intrigued with, working with the aesthetic of fur embedded with thousands of tiny different sizes of fiber optics, which twinkle like the night sky.","så det här är ett arbete som vi var väldigt intresserade av, att jobba med skönheten i pälsborr som är inbäddad i tusentals små olika storlekar av fiberoptik, som blinkar som natthimlen.","det här är ett projekt som vi var väldigt fascinerade av där vi arbetade med pälsestetik som genomkorsades av tusentals olika stora optiska fibrer, som gnistrade som stjärnor på natthimlen.",en,sv
"Government is doing what they can, especially in terms of the pandemics and epidemics such as cholera, or Ebola at the moment, but with competing priorities.","regeringar gör vad de kan, speciellt när det gäller pandemer och epidemier som kolera, eller ebola för tillfället, men med konkurrerande prioriteringar.","regeringarna gör vad de kan, särskilt vad gäller pandemier och epidemier som kolera och ebola i dagsläget, men tvingas ständigt prioritera.",en,sv
Per-capita food production is up by a third.,ülkede kişi başına düşen gıda üretimi üçte bir oranında arttı.,kişi başına gıda üretimi üç kat arttı.,en,tr
"To tackle this problem, governments are using new tools to visualize the budget so it's more understandable to the public.",bu sorunla başa çıkmak için hükümetler bütçeyi kamuoyuna daha anlaşılır hale getirmek için yeni araçlar kullanıyorlar.,"bu sorunu çözmek amacıyla hükümetler, yeni araçlar kullanarak bütçelerini kamu için daha anlaşılabilir hale getirecek şekilde görselleştiriyorlar.",en,tr
"These are the lonely warriors like my father and many, many others, and a key frontier of development work is to help these lonely warriors join hands so they can together overcome the odds.","bunlar babam ve pek çok başkası gibi yalnız savaşçılar ve kalkınma çalışmalarının önemli bir sınırı, bu yalnız savaşçılara güçlerini birleştirerek birlikte şansları aşmalarıdır.","onlar, yalnız savaşçılar tıpkı babam ve diğerleri gibi. kalkındırma çalışmalarının temel hattı bu yalnız savaşçıların el ele vermesine ve böylece engelleri aşmalarına yardımcı olmak.",en,tr
The differences were dramatic.,bu farklılıklar belirginydi.,farklar inanılmazdı.,en,tr
So one way of thinking about it is that babies and young children are like the research and development division of the human species.,"bunu düşünmenin bir yolu da, bebek ve küçük çocukların insan türünün araştırma ve geliştirme bölümü gibi olmalarıdır.",bunu bebeklerin ve küçük çocukların insan türünün araştırma ve geliştirme bölümü olduğu olarak görebiliriz.,en,tr
"""Push it further.""","""daha da uzatın.""","""daha da yukarı it.""",en,tr
"They'd go back to being consumers, clueless consumers, like we are most of the time.","çoğu zaman olduğu gibi, akılsız tüketici olarak geri dönecekler.","tüketici olmaya devam edecekler çoğu zaman bizim de olduğumuz gibi, hiç bir fikri olmayan tüketiciler.",en,tr
"Fourteen years ago, I searched for beauty in the traditional things, in craft forms.","on dört yıl önce, geleneksel şeylerde ve el sanatı biçimlerinde güzellik arayışında idim.",14 yıl önce geleneklerde ve el işlerinde güzelliği aradım.,en,tr
"Now to be clear, I'm a journalist and not a technologist, so what I'd like to do briefly is paint a picture of what the present and the future are going to look like.","şunu açıkça belirtmek gerekirse, ben bir gazeteciyim ve teknoloji uzmanı değilim, bu yüzden de kısa bir süre önce bugün ve gelecek nasıl görüneceğine dair bir tablo çizmek isterim.","açık olmak gerekirse, ben gazeteciyim, teknolojist değilim, ve yapmak istediğim kısaca bugünün ve geleceğin nasıl görüneceğine dair bir resim çizmek.",en,tr
"(Laughter) So here it appears as if it's the viewer that's sort of instigating the sense of order among the panels, but it could also be the other way around, that the panels are so stuck within their preconditioned behaviors that they sort of thrust the viewer with the role of a tyrant.","(gülüş) burada, paneller arasında düzen duygusunu teşvik eden izleyici gibi görünüyor, fakat diğer bir şekilde de olabilir, paneller önceden belirlenmiş davranışlarına bu kadar bağlı kalıyorlar ki, bir nevi patronluk rolünü izleyiciye yüklüyorlar.","(gülüşmeler) burada paneller arasındaki düzen hissini sanki izleyici kışkırtıyormuş gibi geliyor, ancak diğer şekilde de olabilir, yani paneller önceden şartlandıkları davranışlarına öylesine takılmışlar ki, bir zorba rolü ile izleyiciye bir nevi saldırıyorlar.",en,tr
"Since the founding of the Irish State, it has been demonstrated that the proportional representation system is a fair and equal system.","od založení irského státu bylo prokázáno, že systém proporcionálního zastoupení je spravedlivý a rovný.","od založení irské republiky bylo mnohokrát prokázáno, že systém poměrného zastoupení je zcela objektivní a spravedlivý.",en,cs
"Since 2007, however, the Erasmus Programme has also been supporting student placements in enterprises.",od roku 2007 však program erasmus podporuje také stáže studentů do podniků.,program erasmus však od roku 2007 podporuje také umisťování studentů v podnicích.,en,cs
"On the supply side, the crisis may lead to a reduction in the level of funding for public health, at the same time as it may lead to increased demand for health services.","co se týče nabídky, krize může vést ke snížení úrovně financování veřejného zdraví, a zároveň může vést ke zvýšení poptávky po zdravotních službách.","na straně nabídky může krize přinést snížení objemu financování veřejného zdravotnictví, zatímco současně může dojít ke zvýšení poptávky po zdravotnických službách.",en,cs
Liberalisation means attacking the victories of workers and the sovereignty of peoples as well as environmental destruction.,"liberalizace znamená útok na vítězství pracovníků a suverenitu národů, jakož i na ničení životního prostředí.","liberalizace představuje útok na vítězství pracujících a suverenitu národů, stejně tak ničení životního prostředí.",en,cs
"Mr President, while many elements of an efficient single market may be welcome, defence and thus by extension defence industries are a very special case: they have a unique national strategic importance.","pane předsedající, ačkoli lze přivítat mnoho prvků účinného jednotného trhu, jsou obranné průmyslové odvětví, a tím i obranné průmyslové odvětví, velmi zvláštním případem: mají jedinečnou vnitrostátní strategickou důležitost.","pane předsedající, zatímco můžeme vítat řadu prvků efektivního jednotného trhu, obrana a tedy i obranný průmysl jsou velmi zvláštní případ: mají jedinečný národní strategický význam.",en,cs
"Indeed, investment in environmental technologies in management should lead recovery efforts.",investice do environmentálních technologií v oblasti řízení by skutečně měly vést k úsilí o obnovu.,úsilí o obnovu by mělo být vedeno investováním do environmentálních technologií v řízení.,en,cs
