Model,Language,Source Sentence,Translation,Reference Sentence
alirezamsh/small100,es,"Thus, for example, the Joint Operation Hera 2008, carried out under the aegis of the Frontex agency, has achieved a significant reduction in the number of migrants landing on the coast of the Canary Islands.","así, por ejemplo, la operación conjunta hera 2008, llevada a cabo bajo las órdenes de la agencia frontex, ha logrado una reducción significativa en el número de migrantes que aterrizan en la costa de las islas canarias.","así, por ejemplo, la operación conjunta hera 2008, llevada a cabo bajo la tutela de la agencia frontex, ha logrado una reducción considerable del número de inmigrantes que llegan a la costa de las islas canarias."
alirezamsh/small100,es,"What is at issue is a fall in production in areas such as Castile-La Mancha, Castile-Leon and Andalusia, which are all Objective 1 regions. Their economic activity revolves around this product as it represents the only means of making a living in these areas.","lo que está en cuestión es la caída de la producción en áreas como castillo-la mancha, castillo-león y andalucía, que son todas las regiones de objetivo 1. su actividad económica gira alrededor de este producto ya que representa los únicos medios de hacer una vida en estas áreas.","estamos hablando de una caída de cultivo que se localiza en países y regiones como castilla-la mancha, castilla-león o andalucía, todas ellas configuradas en el objetivo nº 1, y que han hecho en torno a este cultivo su verdadera movilización, porque es la única actividad económica de ese espacio territorial."
alirezamsh/small100,es,"Finally, it is with concern that the European Union takes note of the findings of the United Nations' agencies and programmes on the ground.","por último, es con preocupación que la unión europea tenga en cuenta los resultados de las agencias y programas de las naciones unidas en el terreno.","por último, la unión europea toma nota con preocupación de las constataciones sobre el terreno de los organismos y programas de las naciones unidas."
alirezamsh/small100,es,"While it is true that there are no proposals to grant independence to this new political entity, this new quasi-state is supposed to have its own national anthem, flag and mini army.","aunque es cierto que no hay propuestas para conceder la independencia a esta nueva entidad política, este nuevo estado casi debe tener su propio himno nacional, bandera y mini ejército.","aunque es cierto que nadie propone conceder la independencia a esta nueva entidad política, se supone que esta nueva entidad casi estatal tendrá su propio himno nacional, su bandera y su miniejército."
alirezamsh/small100,sv,I would therefore urge you to include a paragraph on regions.,därför uppmanar jag dig att inkludera en punkt om regioner.,jag uppmanar därför med kraft till att en punkt angående regionerna skall antas.
alirezamsh/small100,sv,"Finally, Mr President, major alterations must be made to the Council' s common position.",slutligen måste stora ändringar göras till rådets gemensamma ståndpunkt.,"avslutningsvis, herr talman, behöver det göras viktiga ändringar i den här gemensamma ståndpunkten från rådet."
alirezamsh/small100,sv,"We must not, however, be afraid to use legislation if this is what is required for us to achieve our objectives.",vi får dock inte vara rädda för att använda lagstiftningen om det är vad vi behöver för att uppnå våra mål.,"men vi får inte vara rädda att använda lagstiftningen, om det är det som måste till för att vi skall kunna nå vårt mål."
alirezamsh/small100,sv,It was the European Union which had to take charge of this whole issue.,det var eu som fick ta hand om hela frågan.,det var eu som måste ta sig an hela denna fråga.
alirezamsh/small100,sv,"If it is going to be, please tell us.","om det kommer att hända, berätta för oss.",om det ska bli ett krav så var vänlig och säg det.
alirezamsh/small100,sv,"We can truly hope, Mr President, ladies and gentlemen, that this issue will be concluded in the coming months, with this decision on a final date, set as the start of June, when the Council will, in fact, have to make its decision.","vi kan verkligen hoppas, herrar och herrar, att denna fråga kommer att avslutas under de kommande månaderna, med detta beslut på ett slutdatum som fastställs i början av juni, när rådet i själva verket måste fatta sitt beslut.",vi kan verkligen hoppas att denna fråga kommer att avslutas under de närmaste månaderna i och med detta beslut om ett slutdatum i början på juni då rådet faktiskt måste fatta sitt beslut.
alirezamsh/small100,sv,Its requirements offer a chance for the Western model of rule of law and internal and external stability in the region.,dess krav ger en möjlighet för den västerländska modellen av rättsstatsprincipen och intern och extern stabilitet i regionen.,kraven i denna plan utgör en möjlighet för västvärldens rättstatsmodell och den interna och externa stabiliteten i regionen.
alirezamsh/small100,sv,"But there should be regulation, a European framework, as the problems cross national borders and this issue is also part of the working of the internal market.","men det bör finnas reglering, en europeisk ram, eftersom problem korsar nationella gränser och detta är också en del av den inre marknadens arbete.","det måste dock finnas regler, en europeisk ram, eftersom problemen är gränsöverskridande och eftersom dessa problem även gäller den inre marknaden."
alirezamsh/small100,sv,Liberals and Democrats will back your presidency and your drive for better regulation.,liberaler och demokrater kommer att stödja ditt presidentskap och din drivkraft för bättre reglering.,liberaler och demokrater kommer att stödja ert ordförandeskap och er strävan efter bättre och enklare lagstiftning.
alirezamsh/small100,sv,"The same law of the marketplace which acts against the dignity of citizens and workers in our own countries, has transformed other countries, in Europe and the Third World alike, into booty and merchandise.","samma lag om marknaden som agerar mot medborgarnas och arbetstagarnas värdighet i våra egna länder har förvandlat andra länder, både i europa och i tredje världen, till booty och varor.","marknadens lag själv, vilken ställer sig mot våra egna länders medborgares och arbetares värdighet, har omvandlat vissa andra länder, i europa och tredje världen, till bytes- och handelsvara."
alirezamsh/small100,sv,"The European Union must show its support for Pakistan and help to minimise the devastating effects of the floods, as it has done through its policy of humanitarian aid and international cooperation when other tragic events have occurred.","europeiska unionen måste visa sitt stöd till pakistan och hjälpa till att minimera de förödande effekterna av översvämningarna, precis som den har gjort genom sin politik för humanitära hjälp och internationellt samarbete när andra tragiska händelser har inträffat.","eu måste visa sitt stöd för pakistan och hjälpa till att minimera översvämningarnas förödande effekter, vilket unionen har gjort genom sin politik för humanitärt bistånd och internationellt samarbete när andra tragiska händelser har inträffat."
alirezamsh/small100,sv,"Why not establish a centre of excellence in Poland to speed up the use of biomass in the whole of Eastern Europe, in combination with heat networks?","varför inte inrätta ett kompetenscenter i polen för att påskynda användningen av biomassa i hela östeuropa, i kombination med värmenät?","varför inte upprätta ett expertcentrum i polen för att skynda på användningen av biomassa i hela östeuropa, i kombination med uppvärmningsnät?"
alirezamsh/small100,sv,It is good that there have been improvements to the Food Safety Authority in terms of both time and resources.,det är bra att det har gjorts förbättringar för livsmedelssäkerhetsmyndigheten när det gäller både tid och resurser.,"det är bra att det har blivit förbättringar för livsmedelsmyndigheten, beträffande både tid och resurser."
alirezamsh/small100,sv,I hope that it will constitute a good start to more intensive cooperation in many fields within the EU.,jag hoppas att det kommer att vara en bra start för ett mer intensivt samarbete på många områden inom eu.,jag hoppas att det kan bli en bra start på ett mer intensivt samarbete på många områden i eu.
alirezamsh/small100,sv,"It is therefore shameful that in the country that is to host the Olympics in a few months' time, people are being shot at and those who wish to express publicly their aspirations as citizens are being killed.","det är därför skamligt att i det land som är värd för de olympiska spelen inom några månader, människor skjutas på och de som vill uttrycka offentligt sina ambitioner som medborgare blir dödade.",det är därför skamligt att man i landet som står värd för de olympiska spelen om några månader skjuter på folk och dödar dem som offentligt uttrycker sina åsikter som medborgare.
